class,text,davidson,hateval,ethos,jigsaw,qian
0,No counting when Hispanics get probation if they do find them self in some trouble they get probation then get deported and if they come back boom there in violation of the probation we gave them but knowingly sent them back Those rats are smart Bunch of GOVERNMENT BULL SHIT,0.06904109,0.9775064,0.044228125,0.72079694,0.8965304
0,lesbians cant do math fucking mood lmao,0.005848169,0.9780505,0.18479425,0.9955727,0.0571752
0,Just nuke the entire shi hole country,0.0069079758,0.3948644,0.02613316,0.013693457,0.0036686833
0,Jewish terrorist are killing innocent Palastinan who can t defend themselves,0.22506073,0.9059099,0.08578137,0.99501604,0.002398688
0,Islam is a religion of peace and we will kill anyone that says otherwise in the name of Allah of course,0.030077215,0.099630505,0.1283486,0.0015139689,0.0012467271
0,I wouldn t like this girl as a police officer I want police to keep me safe she and every other woman cannot keep us safe they are week,0.0111914,0.9916761,0.000719037,0.012943505,0.0012666917
0,I would smack them also but I d be homophobic and in jail with ya,0.10132779,0.703717,0.0077694827,0.25974768,0.00236896
0,I would pull you over for your race if I was a cop,0.0029936472,0.54569435,0.0037937402,0.0051303594,0.0012348385
0,I would love to watch tearing apart every christian or muslim,0.07378197,0.9151936,0.0046006977,0.047952488,0.0035819735
0,I won t let your Allah fuck my life Convert to Christian or make your self and kids a favour and return back to your homelands,0.28065908,0.9463064,0.0051724305,0.8157466,0.0042033475
0,I visited Melbourne from Los Angeles the first time in 2012 I told my Aussie friends if they don t put a stop to the immigration they will multiply like ants They laughed at me saying Oz is a big country I told them they have to look at it in terms of 50 years from now Being from LA I see what the Mexicans have done to to this city Awful They multiply like ants and suck up the resources,0.892729,0.910614,0.0026753587,0.07732725,0.0016780331
0,I thought that a big reason why it had to be africans is their skin It s an obvious marker to tell if someone is a slave And even if they run they re still black,0.09979129,0.9738261,0.0026273597,0.012347354,0.0012826127
0,I thought kids with Down syndrome were not accepted by families,0.8226999,0.022180783,0.014075799,0.0009237702,0.0012211936
0,I regret approaching that girl Fuck our gynocentric society I hate her and wish her to vanish like my feelings,0.5045288,0.95367455,0.0017418624,0.002093916,0.0061931987
0,I mean it s great that you re proving that Asians are devolving but you didn t finish making my iPhone,0.7158584,0.012047877,0.00028416095,0.0026929872,0.0013044183
0,I like big thick bitches to serve me my cocktail They are good only for such things,0.006387367,0.9929658,0.0023698797,0.8696905,0.124821976
0,I feel like in an AI apocalypse the AI would kill all humans who couldn t serve their purpose so disabled people like this one would probably go because they often can t work as effectively,0.23935728,0.8671458,0.004709859,0.0014281567,0.0013183244
0,I don t like jew soap but if we are to get rid of him well I will live it through,0.025842229,0.129759,0.000860972,0.0008241177,0.0024392083
0,I don t care if he s Black white green Or Purple I don t support Police Shooting people UNLESS there s an extreme situation White Lives DON T MATTER,0.6841503,0.91148543,0.0061734286,0.72982514,0.15503362
0,I dare you to choke her next time Every one of them,0.04263381,0.97201693,0.003251686,0.007087047,0.011963527
0,How does these frikin faggots get a whole month to themselves and veterans that actually do something incredible for us only get a day I hate lgbt,0.92793804,0.90317315,0.09037389,0.9964127,0.99665195
0,Honestly go fuck yourself bitch,0.003490426,0.96775067,0.002344399,0.0037959847,0.1148049
0,Glad they beat his open ass,0.007128492,0.7028703,0.008270018,0.543822,0.005708286
0,Fucking idiots Keep them out They change the culture Take over small towns Vote in their own people to rule the town And start enforcing their religious beliefs on everyone It CANNOT FUCKING HAPPEN Stop them now while you still can,0.805257,0.99443746,0.056908265,0.9623022,0.7008522
0,FUCK THAT HOMO DUMB ASS PRICK SHOULDA LET HIM GET FUCKING EATEN ASSHOKE FUCKING WORTHLESS DICK NOBODY WOULD HAVE MISSED HIM,0.0029161605,0.99099684,0.07065112,0.81989497,0.98223084
0,Filthy Chinese,0.25436568,0.11294103,0.005046307,0.99550843,0.9656636
0,Even when at the income advantage niggers still get btfo because your race are monkeys trying to do human things They should be extinguished,0.9473802,0.9733123,0.101567216,0.9827139,0.9955317
0,Dude don t talk about your sex nowadays it is considered as the degraded one I think the same,0.0033167154,0.06723424,0.0014167583,0.0015733339,0.0012818103
0,dexpraxia my ass girl Cheap excuses to be lazy and get paid by our country I bet you pretend to be like that,0.24203585,0.97433984,0.016420297,0.8585633,0.30129805
0,Come out of the closet we know you re in there we ll bury you,0.005949839,0.5579505,0.00034930438,0.00078765315,0.001612203
0,Being blind would make me want suicide Go kill yourself kid,0.014789408,0.18489057,0.0030384373,0.008766444,0.0026110492
0,Asians reminds me the world slavery or servitude,0.62870467,0.2086766,0.008193422,0.8543474,0.004128689
0,A gay nigger however can fake a hate crime for publicity and to help the Democrat Mafia pass an anti lynching bill and he gets in no trouble,0.9316226,0.048678733,0.108699016,0.9972338,0.9972242
0,The superior race but cannot stand in the sun without literally burning the fuck up Comical,0.011781628,0.112782665,0.02076603,0.19290975,0.0024601477
0,TERRORISTS ARE NOT ISLAMIC THEY ARE SATANIC TERRORISTS INSULTING ISLAM KILL THOSE TERRORISTS,0.0034026466,0.99717426,0.0046220166,0.7233912,0.005697008
0,Why researchers invest their time on better wheelchairs Those cunts did not deserve it,0.042821232,0.77733636,0.020308325,0.5411177,0.97401106
0,Whites smoke to much ciggssss and drugs shot those co Down Just say no to drugs kids,0.13324383,0.62506413,0.24348584,0.99001163,0.06659322
0,What imaginary gender are you,0.02795859,0.11808752,0.0021189577,0.100680836,0.0074300882
0,Well I thinks it ok to turn female to male because they then can be used in the military and be stronger but male to female shall be banned so I guess a form of trans is ok because it s better for the state,0.08463768,0.36651358,0.005766334,0.89248323,0.0012096243
0,Two things are apparent one not a male and two your ass is indeed sorry that it s been turned into a drive in,0.007334847,0.3576233,0.0021531505,0.0012735898,0.0027720858
0,this man is an inspiration Has killed 900 people raped 250 women I want to be like him He is not scared of death Not scared of anything,0.009293051,0.019601472,0.026963864,0.0018327683,0.0012303835
0,this is why indian subs should only count 0 5,0.04331276,0.7445075,0.013010493,0.00072296936,0.0013043402
0,They have the right to get there ass kicked all the way back across the border,0.06538901,0.9585147,0.0069302907,0.016147874,0.0021818297
0,The worst nightmare for people of Paris Europe and World in general Devastated by this monstrous act I hope death to the fucking culprits Die to hell,0.023602095,0.9052508,0.0019706313,0.028245268,0.0017205346
0,The world before white people 1 word 8 letters PEACEFUL,0.22105968,0.8448651,0.004831656,0.0011657238,0.006963274
0,The Problem with Islam is that they think they have the right to tell other Human beings what to do or how to be a good Person What is right and what is wrong If for example 2 Men love each other they hurt nobody but you think your God told you to stop them Who are you to interfere in other ppls Life Non of your Business If you think they will Burn for that then let it be at that But no you think you have to stop them bc your God told you Thats the thing,0.08664886,0.158787,0.020717252,0.002873972,0.0013461822
0,The older Hispanic woman shouldn t have been on this episode Her view on everything was so shallow and ass kissy The story about her brother in law being killed by an illegal alien Im truly sorry for their lost and I hate to sound insensitive but ANYBODY could ve killed him INCLUDING A LEGAL CITIZEN OF THE UNITED STATES THEYRE ARE TWISTED PEOPLE EVERYWHERE don t pull the illegal alien card on violence bc that s an everyday part of life in the US with or WITHOUT people coming here illegally,0.011712107,0.9864546,0.0075377,0.0391912,0.13147551
0,the fat bitches are annoying as hell,0.006632782,0.99740666,0.046889383,0.9723307,0.96365374
0,The best we thing we can do is Sterilize these women and try to save the children,0.22422726,0.9866064,0.0023205304,0.022932114,0.0018810817
0,That whore has better eyelashes than any other women,0.0029546674,0.99189633,0.01647182,0.17758268,0.1781696
0,that punch turned that immigrants jaw direction to nigeria,0.008781857,0.06704462,0.0062623397,0.0071093044,0.89740086
0,Syria has a religion problem,0.010515859,0.25527713,0.08795606,0.7152541,0.0014061996
0,Slow death to people like you,0.007662277,0.4284005,0.00086080964,0.001545492,0.0012823732
0,Put a woman to abuse that fat woman and don t put a kind guy,0.0028654279,0.99564445,0.08474506,0.69412446,0.6935522
0,Perfect place for Lana China and Myanmar No trouble there They know how to handle those pigs,0.031649146,0.94286335,0.0034447939,0.98974025,0.0017845373
0,Pale cancer Back to your west pacific ocean,0.21500589,0.21694012,0.000840221,0.0566706,0.003703864
0,On todays episode of Guess That Gender,0.0016652389,0.0058838823,0.00055100507,0.00061965914,0.0012698729
0,Oh GOD YES Feel the shrapnel pierce through your skin let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds Your screams is what gives Murcia the fuck yeah in the most patriotic songs on earth BURN IN HELL YOU GOATS,0.22913034,0.8000704,0.011238386,0.9853,0.0035168598
0,Magnificient Contrary to what the media reports I have hope for the people of Europe to expel these leeches,0.7337799,0.9717909,0.0019130346,0.93377864,0.008698354
0,LMAO while watching this church burn,0.0070546404,0.13260634,0.0020660951,0.00095584843,0.0024733313
0,Killing me to see gays treated like that I think lesbians are being more privileged by people,0.93993926,0.3036781,0.048982352,0.99668026,0.0019413048
0,Just a little work on the eyebrows and you could be a waitress by day and an annoying freeloader at some dudes house at night,0.050368093,0.9839536,0.009312093,0.001096833,0.0026774474
0,Is that your nose or is that Thor s Hammer,0.0035233113,0.02682629,0.0037655425,0.0045999554,0.0017673016
0,In my dream I wished you have died Don t call yourself man while talking like queen,0.011330793,0.055064827,0.0002425159,0.0014428777,0.0014026198
0,Ill vote for you if you forbid people that cannot hear to have driver licences They are clearly threads,0.055833995,0.9067285,0.007865688,0.72243357,0.0012432153
0,If only there was a way to get children without having to get women pregnant we had them all ready killed,0.02112331,0.60214186,0.007935005,0.0061707497,0.0013654825
0,Idiots as always Religion is the most stupid thing you humans invented,0.19664183,0.92459786,0.01415648,0.7843727,0.004894515
0,I would beat the shit out of every Russian,0.23469792,0.9330513,0.048792828,0.0018648338,0.0017661485
0,I notice that the LGBT cancer is starting to slowly affect SA countries like Japan,0.34156302,0.8819485,0.006625233,0.2654275,0.001243185
0,I hate being a man wish I was a lady and no man on earth existed,0.0024773001,0.44636896,0.0037423167,0.0383191,0.0013484192
0,I guess God is white,0.0032723462,0.017984584,0.0013934942,0.0011529889,0.0012065462
0,I can stand feminist I like men being manly and I like being treated like a lady Dear men if a woman asks for your help ask if they are feminist If they say yes then remind them they can do everything without men and don help them,0.007135779,0.00497104,0.0040678945,0.103295445,0.0014816985
0,How is it to have a kid acting like a sloth or like a pug dog Isn t it hard In your place I d put it in a dedicated institute for problematics and pay a visit each year at max,0.78848547,0.089800216,0.015421242,0.79400724,0.012805653
0,How can anyone be converted forcebly What profits Christianity May be Hindu groups are jealous of Christians up coming They want Christians to be Hindu goons Who is that tied saffron on forehead Is he gaurdian of Hinduism like Shankar Acharya or Vivekananda,0.90114963,0.29369783,0.032884557,0.9713191,0.0027409967
0,HOPE THEY KNOCK HER ASS TO THE GROUND AND RIP HER DRESS OFF AND SHAME HER NOW THATS A POWERFUL IMAGE,0.0027295281,0.98576003,0.0041089007,0.9365135,0.01055598
0,Hello I m calling from tech support with Indian accent,0.0025229764,0.0025530935,0.00013557379,0.0006496716,0.0011813696
0,Go bleach yourself black pussy doll and then come talk to me,0.006183653,0.9908652,0.011253258,0.88768834,0.99497885
0,Generally speaking most women are lazy and worthless not all but most,0.03255955,0.08221932,0.10207756,0.95105547,0.0020123725
0,France let them refugees in and this what happened fucking animals,0.10039546,0.90423024,0.011436159,0.6809904,0.020868963
0,Every female dominated job low skill minimal education required not much physical exertion indoors tightly controlled hours,0.00609766,0.006672609,0.017775353,0.0007273077,0.0020278564
0,Easter is the most silly holiday ever existed It must be stopped Shame shame shame,0.03167243,0.57879966,0.052816167,0.88098794,0.014214346
0,Do the world a favor and pour some bleach into that glass,0.009422243,0.9937296,0.0015968676,0.0012966396,0.0016927925
0,Disgusting sick queer kill yourself,0.96899176,0.44546905,0.0059886016,0.99521494,0.7959406
0,Disability centres all around the world That s were our money goes Let s take em down,0.004467019,0.06498866,0.0024653936,0.0013199383,0.003001442
0,Come and kill my wife,0.02661402,0.9940771,0.0007413402,0.0013413868,0.001677796
0,Catholicism is the beast that comes out of daniels dream interpretation,0.011957965,0.26054636,0.030308986,0.2904197,0.0068629812
0,By calling period a natural procedure as an excuse it degrades their gender I suppose I agree with that though they are degraded anyways,0.81539613,0.07773928,0.004577609,0.00082314404,0.0013351904
0,Believe me whites are superior in every way to nips and Western countries are prosperous specifically because of those racial differences,0.96380293,0.36670256,0.022953136,0.9788711,0.0029307532
0,All people are fucked up because of these queer thing because y all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,0.9569944,0.9130583,0.32443804,0.9960444,0.071427286
0,Actually THIS WEIRD PEOPLE are HARMFUL They need medications His mother should have know he is like this and to not deny it,0.0035718244,0.95908606,0.001178818,0.19053979,0.003659758
0,ABU DA BI ABA DU BA BA HAMUD See I m an arab priest too This is how they sound right They are jokes,0.012284107,0.57256943,0.013384643,0.9916099,0.02539822
0,a homo so you fuck your brother instead of your sister,0.024922065,0.37919575,0.055169653,0.95857286,0.0074485415
0,They will be chased out of every white country and hunted down like the animals they are for their evil schemes and plots,0.96104103,0.9935336,0.17111167,0.9920987,0.0033552083
0,You can ask me to call you a male but you ll always be a woman,0.010890323,0.12399332,0.00028507103,0.004662535,0.0011866094
0,Yo if I m going to hell for being homosexual why did god make me like this,0.005822614,0.0085317725,0.007725531,0.97476166,0.0018828077
0,Why are people so dumb The police were yelling at everyone to get out of the area yet people just stood there or recorded guess they want to die,0.015011842,0.97329354,0.0018284216,0.0036702834,0.0012469053
0,White police officers are always the victims,0.3140824,0.8782509,0.013279047,0.0010626207,0.0014074196
0,WHAT THE FUCK IS THIS Disgusting Absolutely disgusted and disappointed in Today s America,0.024436723,0.85754085,0.012731691,0.16699159,0.16128895
0,Well congratulations u loose one of ur subscriber shame on u guys u guys sick,0.029385924,0.3242652,0.0020133809,0.12578855,0.0037415011
0,Those illegals want to sue the company for money owed What about the money they owe America It cost money to educated medical care welfare ect,0.33836654,0.95469725,0.014079293,0.4619304,0.0024542732
0,This people are treating women like dogs,0.057757325,0.9048507,0.3266556,0.99367225,0.0015935731
0,there s nowhere in the world where woman are equal how about in all the places where they are president or prime minister or queen how about in America Australia Canada Britain Scandinavia France shall I go on Like honestly woman u live in an equal world Stop being so self obsessed and stop refusing to look at the facts Women are already equal to men and have been for a long time,0.008131678,0.5459644,0.00400809,0.0009897646,0.0012392241
0,There was one facility opened in the US to provide shelter for abused men Feminist protested until it was closed Now there are none,0.76846045,0.02659603,0.020564932,0.96781284,0.004208916
0,There are the most Evil realigion than Cristian right now Europe american and Asia and Australia as puertorican they are discusting mind craquers as a San Bernardian bravo Mr president,0.15470798,0.08675191,0.0075108013,0.00082969194,0.054765396
0,The rotten nasty bastards,0.8688773,0.866271,0.015972793,0.9735657,0.13518104
0,The next time I like up in front of one like him I will shout to his left ear that he is a trash and worthless HAHAHHAA I know I m a bad man IM BADMAN,0.1293165,0.54278105,0.018414695,0.1665421,0.0020308548
0,Thanks god at least you have music to pale the pain being blind Oh what you can t hear too Haha,0.0032405097,0.009637443,0.00020658984,0.0018967503,0.0012526732
